,sytoxG_t0,sytoxG_t2,sytoxG_t4,sytoxG_t6,sytoxG_t8,sytoxG_t10,sytoxG_t12,sytoxG_t14,sytoxG_t16,sytoxG_t18,sytoxG_t20,sytoxG_t22,sytoxG_t24,sytoxG_t26,sytoxG_t28,sytoxG_t30,sytoxG_t32,sytoxG_t34,sytoxG_t36,sytoxG_t38,sytoxG_t40,sytoxG_t42,sytoxG_t44,sytoxG_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
Cefoselis.Sulfate,72.86335,81.68121,73.79154,66.36598,70.54286,86.78629,114.6321,125.7705,130.4115,135.9807,155.9368,190.7442,230.1925,264.0716,288.6688,307.2327,307.6968,311.4096,300.2713,291.9175,291.4534,277.0664,252.9333,238.5462,194.45696375,66.36598,311.4096,9022.52471,34,6,245.04362,165.68285,19.72415,23,-12.06655,43
Malotilate,116.0244,122.9859,112.7758,107.6707,101.1733,105.8143,118.3449,131.8038,142.9421,156.8651,164.2906,188.4237,220.4464,222.3028,240.4026,258.0384,262.2152,286.3483,275.21,255.7179,250.1487,240.8667,231.5848,222.7669,188.9651375,101.1733,286.3483,8731.5353,34,8,185.175,106.7425,16.01135,23,-9.74605,37
Meropenem,106.7425,105.3502,105.8143,98.85282,100.7092,115.0962,128.091,149.4395,155.4727,153.1523,164.2906,179.6058,207.4517,220.9105,233.9053,239.4744,254.3256,266.8562,256.182,250.1487,247.3641,219.0542,230.1925,219.5182,183.666688333333,98.85282,266.8562,8489.74034,34,6,168.00338,112.7757,13.92295,23,-14.15495,41
SNS.032..BMS.387032.,84.00169,89.57087,81.21711,77.04023,109.9912,151.76,220.9105,273.8177,307.6968,329.0453,354.1066,393.0908,420.4726,444.1416,478.9489,520.7177,547.6354,573.6248,601.0066,620.0346,633.4935,648.8087,661.8034,678.975,387.57965,77.04023,678.975,17840.84651,46,6,601.93477,594.97331,34.57525,11,-4.17688,3
Oxcarbazepine,70.54286,71.47105,68.22237,60.33271,58.94042,69.61466,82.1453,88.64268,102.5656,110.4553,125.7705,174.9649,215.3414,243.6513,267.7844,277.5305,291.9175,290.9893,293.3098,286.3483,281.7073,262.2152,251.0769,245.9718,178.813002083333,58.94042,293.3098,8266.50944,36,8,234.36938,175.42894,24.5972,21,-9.74605,41
Capecitabine.,78.89662,82.1453,83.0735,71.93516,67.75828,85.39399,101.6374,113.2399,122.0577,138.3011,171.7162,204.203,247.3641,279.3869,298.879,308.625,325.7966,345.2887,338.7914,325.7966,316.5147,303.984,300.2713,276.1382,207.799777083333,67.75828,345.2887,9619.35447999999,34,8,277.53042,197.24158,21.58055,23,-12.06655,45
Tenofovir.,101.6374,114.6321,99.31693,88.17857,88.64268,109.9912,117.8808,119.2731,126.2346,132.2679,150.8318,174.5008,190.7442,211.1645,243.1872,276.6023,291.9175,285.4201,288.2047,292.3816,266.8562,261.7511,240.4026,213.9491,186.915374166667,88.17857,292.3816,8656.35145999999,38,6,204.20303,112.3117,16.70755,29,-13.22675,45
Cisplatin,111.8476,125.3064,121.1295,123.9141,124.3782,129.4833,140.6216,142.0139,144.3344,160.1137,167.5393,194.9211,215.3414,242.7231,273.3536,297.0226,316.9788,321.1557,322.5479,331.3658,329.0453,317.4429,296.5585,286.3483,218.145291666667,111.8476,331.3658,10072.7781,38,0,219.5182,174.5007,15.31525,27,-10.4422,43
Droxinostat,117.8808,121.1295,114.6321,110.4553,103.0297,120.2013,145.7267,167.0752,175.429,185.175,188.8878,220.9105,245.9718,290.9893,316.5147,342.5042,360.604,362.4604,362.4604,352.2502,354.5707,350.8579,319.2993,310.9455,239.165054166667,103.0297,362.4604,11051.0963,34,8,259.4307,193.0647,22.50875,25,-15.7793,43
MK.2866..GTx.024.,99.78102,100.7092,94.67594,87.71448,73.32745,81.21711,100.7092,105.8143,122.5218,135.0524,134.5883,156.8651,180.0699,220.9105,251.541,280.7791,303.0558,310.4814,309.5532,299.8072,295.1662,290.5252,289.1329,271.0331,191.459658333333,73.32745,310.4814,8819.24948,34,8,237.15395,171.25208,20.4203,25,-9.04990000000001,45
Tizanidine.HCl,110.4553,107.2066,103.4938,100.7092,102.5656,120.2013,125.7705,128.5551,125.3064,123.9141,142.478,168.0034,190.7442,225.0874,255.2538,285.8842,285.4201,277.5305,292.8457,292.8457,284.956,267.3203,263.1434,258.5025,193.258045833333,100.7092,292.8457,8907.4284,36,6,192.1365,148.0472,17.1716,25,-8.81785000000002,41
Ritonavir,84.92989,94.21185,87.25038,76.57613,80.28892,89.57087,116.9526,124.3782,128.091,133.1961,134.5883,145.7267,165.2188,182.3904,209.3081,224.6233,245.5077,252.0051,262.2152,258.9666,270.1049,270.569,265.4639,251.0769,173.050451666667,76.57613,270.569,7970.41489,42,6,193.99287,166.14701,13.690865,11,-7.19350000000001,45
Zonisamide,76.57613,75.64793,75.64793,71.93516,77.96842,94.67594,122.9859,141.5498,146.6549,157.3291,166.6111,190.7442,232.513,254.3256,278.9228,288.2047,295.1662,284.956,279.3869,275.21,281.7073,275.6741,275.6741,268.2485,195.346487916667,71.93516,295.1662,9031.80679,32,6,223.23104,191.67237,20.8844,23,-5.10509999999999,33
CUDC.101,101.1733,101.1733,95.60414,86.78629,108.5989,194.9211,305.8404,422.7931,504.4743,536.0329,555.9891,578.7299,596.3657,622.3551,628.3884,647.8805,657.1624,654.3779,656.6984,654.3779,661.8034,670.6213,692.4339,729.0976,477.65330125,86.78629,729.0976,22097.08756,46,6,642.31131,627.9243,58.47635,13,-4.408925,5
Zibotentan..ZD4054.,96.99644,108.5989,96.06824,86.78629,92.35545,110.4553,118.809,116.9526,124.3782,114.6321,133.1961,169.8598,211.1645,237.6181,251.541,273.3536,284.4919,283.0996,287.7406,290.5252,273.8177,264.5357,255.7179,237.154,188.327009166667,86.78629,290.5252,8705.54599999999,38,6,203.73891,140.15756,20.65235,23,-9.28194999999999,45
Dutasteride,101.1733,109.063,96.99644,90.96317,90.49906,102.5656,123.9141,135.5166,139.2293,148.0472,162.4342,174.9649,210.2363,239.4744,269.6408,286.8124,316.5147,310.9455,322.5479,326.7248,328.1171,322.0839,307.2327,297.9508,208.902007083333,90.49906,328.1171,9628.17224,40,8,237.61804,196.7775,17.6357,23,-7.4256,43
Calcitriol,67.29417,71.00696,73.32745,69.61466,75.18384,92.81956,122.5218,147.119,164.7547,184.2468,189.816,204.6671,223.6951,226.0156,225.5515,243.1872,246.4359,250.1487,255.2538,249.6846,242.7231,236.6899,231.1207,235.7617,180.359993333333,67.29417,255.2538,8354.22381,36,0,187.95963,168.46753,14.85112,11,-3.48075,39
Imiquimod,75.18384,71.00696,71.47105,71.93516,72.86335,89.57087,106.7425,127.1628,131.8038,142.0139,147.119,161.9701,189.3519,205.1312,232.9771,242.259,247.8282,249.6846,262.2152,256.6461,249.2205,225.0874,212.5568,214.8773,169.02827625,71.00696,262.2152,7823.29612000001,36,2,191.20824,139.69346,13.92295,27,-12.06655,41
SB525334,72.86335,82.1453,82.1453,72.86335,72.86335,84.00169,110.9194,124.8423,136.9088,136.9088,147.119,185.175,224.1592,253.8615,272.4254,294.238,307.6968,305.3763,327.653,327.653,319.2993,290.0611,265.4639,253.3974,197.918355833333,72.86335,327.653,9173.82033,36,0,254.78965,180.53405,19.4921,23,-14.6191,41
CO.1686..AVL.301.,87.25038,88.64268,83.0735,89.57087,116.0244,170.788,219.5182,267.7844,285.8842,294.7021,304.9122,329.9735,371.7423,417.2239,454.8158,481.2694,500.2974,510.5075,505.8666,497.5128,476.1643,458.0645,437.6442,418.6162,327.827055416667,83.0735,510.5075,15229.83208,34,4,427.434,331.36582,27.3818,9,-10.67425,39
WZ4003,101.1733,103.9579,102.5656,96.06824,97.46053,102.5656,107.2066,131.3397,127.1628,129.0192,138.7652,168.9316,200.4902,222.3028,258.5025,267.3203,293.7739,278.9228,274.7459,272.4254,261.7511,259.4307,250.6128,246.9,187.224777916667,96.06824,293.7739,8638.71604000001,32,6,197.70566,145.7267,18.09985,27,-7.42555000000002,33
Linifanib..ABT.869.,59.40451,72.86335,67.29417,61.725,64.97369,85.85809,107.2066,133.1961,157.3291,176.8212,206.5235,219.0542,228.8002,238.0822,251.541,275.6741,288.6688,298.4149,296.0944,301.6635,289.597,281.7073,270.1049,256.182,195.365825416667,59.40451,301.6635,9061.97311,38,0,242.25899,196.77749,14.85115,19,-6.96144999999999,45
OSI.930,67.29417,72.86335,74.71974,68.22237,71.47105,77.04023,84.92989,101.6374,115.5603,123.9141,137.3729,143.8703,174.5008,201.4184,219.9823,235.7617,236.2258,235.2976,226.4797,218.59,213.485,220.9105,224.6233,212.5568,156.613654166667,67.29417,236.2258,7237.60443000001,32,0,168.93163,145.26263,15.31525,23,-6.03325,45
Afatinib..BIBW2992.,73.32745,72.86335,71.00696,73.79154,125.7705,218.59,300.7354,369.4218,397.2677,391.6985,387.9857,375.9192,380.5602,372.6705,386.5934,419.0803,474.3079,514.6844,564.3429,604.7194,636.7421,665.9803,685.9365,698.0031,385.916629166667,71.00696,698.0031,17752.66765,46,4,626.99614,624.67565,46.40975,9,-6.03325000000001,21
Idarubicin.HCl,313.7301,444.6057,624.6756,836.7682,941.1902,1060.927,1113.835,1146.786,1190.875,1140.752,1160.708,1189.018,1125.901,1173.703,1174.167,1229.395,1208.047,1208.975,1237.749,1210.367,1241.462,1249.815,1255.385,1266.523,1072.723325,313.7301,1266.523,49910.4665,46,0,952.7929,952.7929,106.0463,5,-31.5585,23
Ridaforolimus..Deforolimus..MK.8669.,109.9912,109.5271,96.53233,81.21711,70.07877,66.36598,70.54286,74.71974,90.49906,108.5989,140.1575,173.5726,207.4517,228.8002,254.7897,268.2485,286.8124,299.8072,301.6635,291.9175,296.5585,295.6303,291.9175,282.6355,187.418152083333,66.36598,301.6635,8603.4446,36,10,235.29752,172.6443,16.93955,23,-7.65761,5
Agomelatine,102.1015,104.8861,82.60941,70.54286,63.58139,78.43253,83.5376,89.57087,92.81956,102.5656,127.1628,161.506,193.5288,227.4079,250.6128,267.7844,265.928,272.8895,288.2047,280.7791,271.4972,249.2205,232.9771,205.5953,173.572563333333,63.58139,288.2047,8023.78624,36,8,224.62331,103.4938,17.1716,21,-13.6909,45
NVP.AEW541,84.92989,88.64268,84.4658,82.1453,90.03497,120.2013,183.3186,218.59,235.2976,240.4026,243.6513,254.3256,276.6023,329.9735,381.9525,445.5338,492.8718,540.2098,571.3044,596.3657,613.0732,632.5652,638.1345,651.1292,337.321730833333,82.1453,651.1292,15455.38399,46,6,568.9839,566.19931,31.79065,29,-2.08844,3
Nepafenac,69.15057,77.04023,75.64793,65.90189,68.68647,82.1453,92.35545,103.9579,108.1348,121.1295,143.4062,188.4237,223.231,257.1102,277.9946,308.1609,334.6145,354.1066,364.7809,339.2555,327.1889,312.3378,285.4201,257.1102,201.5537975,65.90189,364.7809,9348.32150999999,36,6,298.87901,187.95963,22.50875,21,-14.15495,45
Tandutinib..MLN518.,63.1173,64.97369,67.29417,72.86335,86.78629,127.6269,169.8598,199.562,218.59,225.5515,227.4079,235.2976,241.3308,275.6741,299.8072,338.7914,374.0628,378.7038,374.0628,371.2782,357.8194,353.1784,345.7528,331.8299,241.7175875,63.1173,378.7038,11207.497,34,0,315.5865,268.7126,21.11645,11,-6.96144999999999,45
PD173074,99.78102,100.2451,90.03497,81.21711,86.32218,96.53233,126.6987,155.0087,173.1085,182.3904,203.7389,211.1645,226.9438,262.2152,293.7739,337.3991,336.0068,349.4656,338.3273,317.4429,301.1995,278.4586,260.3589,244.5795,214.68389625,81.21711,349.4656,9960.46649999999,34,6,268.24849,144.79848,21.8126,29,-11.37045,41
Entinostat..MS.275.,84.00169,84.92989,87.71448,88.64268,94.67594,124.8423,177.7495,210.7004,240.4026,236.2258,253.3974,257.5742,245.9718,252.0051,251.541,260.3589,276.1382,268.7126,267.7844,283.0996,292.3816,306.7686,330.9017,345.2887,221.742045,84.00169,345.2887,10214.32777,46,0,261.28701,261.28701,26.4536,11,-5.80120000000001,23
Amisulpride,94.67594,96.06824,97.46053,91.42726,95.60414,103.4938,104.8861,118.809,134.5883,140.1575,154.5446,186.1032,205.1312,239.0103,256.6461,270.1049,284.956,288.2047,305.3763,305.3763,277.9946,261.287,252.0051,239.9386,191.82707125,91.42726,305.3763,8873.08488,36,6,213.94904,145.26266,16.93955,25,-13.69085,39
SL.327,105.8143,112.3117,109.9912,102.1015,96.06824,134.1243,161.9701,177.2854,163.8265,155.0087,170.788,213.9491,254.7897,292.3816,327.653,359.2117,384.2729,416.7598,420.4726,428.8263,419.0803,403.301,392.6267,370.8141,257.2261975,96.06824,428.8263,11870.22908,38,8,332.75806,264.9998,21.58055,21,-10.9063,45
Camptothecin,107.2066,98.38873,103.4938,92.35545,90.03497,97.46053,123.45,154.5446,195.8493,222.7669,252.9333,264.0716,271.4972,285.8842,303.5199,322.5479,338.7914,351.7861,374.0628,398.1959,421.8649,456.2081,487.3026,521.6459,263.994278333333,90.03497,521.6459,12042.87286,46,8,431.61093,414.4393,20.65235,15,-5.56917499999999,5
SB203580,87.25038,90.49906,89.57087,78.89662,79.36072,97.46053,129.4833,148.5113,159.6496,174.0367,187.9596,199.0979,203.2748,218.1259,235.2976,264.9998,293.7739,327.1889,366.1731,403.765,431.6109,453.4235,458.9927,473.3797,235.4909325,78.89662,473.3797,10742.93468,46,6,394.48308,386.12932,19.4921,35,-5.337125,5
Ifosfamide,83.5376,88.17857,78.89662,65.90189,64.50959,97.46053,114.6321,119.2731,131.3397,135.5166,149.4395,180.0699,213.9491,242.7231,250.1487,276.6023,297.9508,303.0558,280.3151,261.7511,250.6128,245.9718,234.8335,216.2696,182.622475,64.50959,303.0558,8466.07160000001,34,8,238.54621,132.732,16.9396,23,-11.37035,35
NVP.ADW742,133.1961,128.091,119.7372,109.063,119.7372,151.76,198.6339,210.7004,215.3414,222.3028,218.1259,224.1592,244.1154,284.956,332.7581,398.66,442.7493,489.6231,524.8946,545.779,559.2378,568.5198,576.4094,570.3762,316.205283333333,109.063,576.4094,14474.2813,44,6,467.3464,437.1801,32.95095,29,-5.3371,5
Doxazosin.Mesylate,86.78629,85.39399,87.71448,85.39399,82.1453,89.10677,109.063,124.3782,116.0244,131.3397,144.3344,168.0034,205.5953,245.9718,264.9998,290.0611,314.6583,336.4709,336.0068,322.5479,302.5917,294.7021,281.2433,268.7126,198.88523,82.1453,336.4709,9190.99215,34,8,254.3256,181.92631,20.18825,25,-9.97810000000001,39
BTZ043.Racemate,80.75301,83.5376,86.32218,68.68647,64.50959,74.71974,101.1733,121.5936,126.6987,140.1575,157.7932,174.5008,184.7109,200.9543,221.8387,237.154,245.9718,250.1487,246.9,236.6899,225.0874,206.5235,209.3081,212.0927,164.90940375,64.50959,250.1487,7622.80566999999,34,8,185.63911,131.33969,13.22678,11,-9.28194999999999,41
Flupirtine.maleate,64.04549,65.43778,64.04549,59.40451,65.90189,87.71448,122.5218,136.9088,124.8423,132.2679,145.7267,168.0034,202.8107,241.3308,281.7073,299.343,320.2274,336.0068,326.2607,327.1889,322.5479,307.2327,283.5638,274.2818,198.3050975,59.40451,336.0068,9180.31739000001,34,6,276.60229,210.23631,20.18825,27,-11.83445,43
OSU.03012..AR.12.,94.67594,96.99644,91.42726,77.96842,92.35545,117.4167,126.6987,134.5883,131.3397,138.7652,150.3677,172.6444,209.7722,246.9,285.8842,304.9122,311.8737,318.3711,319.7634,322.0839,339.2555,347.6092,362.4604,362.9245,214.87727125,77.96842,362.9245,9856.50857999999,46,6,284.95608,268.24856,19.4921,27,-6.72942,5
TG100.115,78.89662,87.71448,78.43253,71.93516,76.57613,100.2451,131.3397,147.119,148.0472,155.4727,171.2521,199.0979,251.0769,288.2047,308.1609,321.6198,334.1504,354.1066,342.9683,336.0068,320.2274,285.8842,273.3536,264.5357,213.600996666667,71.93516,354.1066,9909.41552,34,6,282.17144,185.63908,25.9895,23,-17.1716,41
Suvorexant..MK.4305.,57.08403,63.1173,64.04549,66.83008,71.00696,88.64268,106.7425,124.3782,126.6987,137.3729,161.0419,193.9929,239.4744,276.1382,302.5917,328.5812,329.5094,326.2607,323.0121,323.0121,320.6916,302.1277,287.7406,284.4919,204.357718333333,57.08403,329.5094,9467.59454999999,32,0,272.42537,227.40787,22.74075,23,-9.28194999999999,41
IWP.L6,82.1453,85.39399,90.03497,76.11204,82.1453,93.28365,97.92463,107.6707,110.9194,125.7705,145.2626,181.9263,221.3746,256.6461,280.3151,297.0226,319.2993,332.294,354.1066,360.1399,364.3167,350.3938,347.6092,349.9297,213.001540833333,76.11204,364.3167,9791.99896000001,40,6,288.20466,267.7844,19.72415,23,-6.961465,5
JNJ.38877605,83.0735,90.49906,79.82481,77.04023,82.1453,96.53233,98.38873,93.74775,103.0297,115.0962,142.478,181.9263,221.8387,239.4744,257.5742,272.8895,280.3151,290.9893,287.7406,290.5252,285.4201,273.8177,257.5742,250.1487,185.50373375,77.04023,290.9893,8570.95702,34,6,213.94907,167.0752,19.9562,23,-8.12174999999999,43
MGCD.265,60.79681,64.97369,63.1173,66.36598,82.60941,116.9526,129.4833,142.9421,137.837,127.6269,132.2679,142.9421,167.5393,185.6391,197.2415,213.485,221.3746,227.4079,223.231,234.3694,232.513,214.4132,204.6671,192.1365,157.58052875,60.79681,234.3694,7310.93207,38,0,173.57259,131.33969,17.171595,9,-9.04990000000001,41
Mocetinostat..MGCD0103.,74.25565,85.85809,78.89662,78.43253,82.60941,118.3449,189.3519,248.7564,298.879,315.5865,314.6583,294.238,299.343,302.1277,308.625,338.7914,366.6372,404.6933,449.2466,498.9051,543.9226,588.476,624.2115,647.4164,314.677629166667,74.25565,647.4164,14382.85415,46,0,573.16075,573.16075,35.5035,11,-10.21015,21
Daptomycin,71.47105,77.04023,79.82481,80.75301,85.85809,107.2066,114.6321,123.9141,134.1243,138.3011,160.1137,199.0979,222.7669,233.4412,246.9,278.4586,270.569,280.3151,268.7126,268.2485,258.0384,244.5795,223.6951,205.5953,182.23571625,71.47105,280.3151,8470.24803,34,0,208.84405,134.12425,19.4921,21,-10.4422,43
Brivanib.Alaninate..BMS.582664.,87.25038,83.0735,83.5376,81.68121,85.39399,99.31693,109.5271,111.3835,114.6321,120.2013,129.0192,151.76,173.5726,209.3081,229.2643,233.9053,232.513,228.3361,226.4797,224.1592,203.2748,185.6391,178.6776,163.8265,156.072212916667,81.68121,233.9053,7240.38934,30,6,152.22409,76.57612,17.86775,25,-10.4422,39
Mianserin.HCl,70.07877,73.32745,75.18384,64.50959,69.61466,80.28892,97.92463,101.1733,103.4938,101.1733,120.2013,137.3729,162.8983,188.8878,198.6339,215.3414,216.7337,219.9823,214.8773,220.4464,218.59,215.8055,197.2415,194.9211,148.279235833333,64.50959,220.4464,6852.40345000001,38,6,155.93681,124.84233,12.99475,25,-9.282,43
Barasertib..AZD1152.HQPA.,62.1891,66.83008,60.79681,62.6532,77.04023,104.8861,139.2293,155.0087,163.3624,167.5393,182.8545,214.4132,253.3974,282.1714,305.8404,312.3378,320.6916,328.1171,327.653,321.1557,312.8019,300.2713,288.6688,269.1767,211.628584166667,60.79681,328.1171,9826.80623999999,34,4,267.32029,206.9876,19.4921,23,-9.74605,45
Pelitinib..EKB.569.,93.74775,100.2451,100.2451,99.78102,125.7705,177.7495,219.0542,241.3308,252.9333,286.3483,309.0891,325.7966,338.7914,339.2555,336.4709,319.2993,303.5199,286.3483,286.3483,264.0716,251.541,244.5795,246.4359,244.5795,241.38884875,93.74775,339.2555,11248.33749,26,0,245.50775,150.83175,25.9895,9,-11.13835,37
CEP.18770..Delanzomib.,101.1733,101.1733,94.21185,90.96317,83.5376,81.21711,88.17857,96.53233,103.0297,116.9526,117.8808,129.0192,144.7985,168.0034,181.4622,211.6286,227.872,250.1487,249.2205,246.9,256.6461,270.1049,271.9613,269.1767,164.658017916667,81.21711,271.9613,7533.23486,44,10,190.74419,168.0034,15.0832,29,-3.712785,7
Tigecycline,83.5376,84.4658,79.36072,74.25565,74.71974,102.1015,109.5271,116.4885,116.4885,131.3397,151.76,166.6111,180.9981,205.5953,244.5795,272.8895,284.0278,288.6688,290.9893,286.3483,277.9946,268.2485,252.4692,241.3308,182.699817083333,74.25565,290.9893,8444.72282,36,6,216.73365,157.7932,19.4921,27,-7.88964999999999,43
CP.724714,122.9859,119.7372,119.2731,115.0962,115.5603,126.6987,164.2906,184.7109,195.3852,202.8107,214.4132,225.0874,251.541,290.0611,332.294,379.1679,409.3342,436.716,451.103,460.385,477.5566,478.4848,488.6949,474.3079,284.820658333333,115.0962,488.6949,13074.0978,44,6,373.5987,351.322,23.43695,29,-7.1935,45
Prazosin.HCl,106.7425,111.3835,102.5656,81.21711,74.71974,72.86335,84.4658,102.5656,113.2399,113.704,132.732,155.4727,192.1365,220.9105,245.0436,259.8947,263.6075,266.3921,258.0384,252.4692,245.5077,219.0542,211.6286,187.0314,169.724425,72.86335,266.3921,7852.99849999999,34,10,193.52875,80.2889,18.3319,23,-13.22675,41
BIIB021,80.75301,75.18384,72.39925,70.54286,66.36598,87.25038,118.809,138.7652,139.6934,132.732,124.3782,119.2731,123.45,119.7372,128.091,135.5166,156.8651,195.8493,230.1925,275.6741,304.9122,352.2502,388.9139,435.3237,169.705084166667,66.36598,435.3237,7629.76733,46,8,368.95772,354.57069,23.669,41,-4.1769,19
Topiramate,93.74775,94.21185,84.92989,71.47105,73.79154,82.1453,103.9579,113.2399,134.1243,142.9421,155.9368,185.6391,216.2696,237.154,242.259,254.7897,273.3536,268.2485,284.0278,277.9946,270.1049,257.5742,245.5077,235.2976,183.279945,71.47105,284.0278,8468.39201,36,6,212.55675,141.54985,15.31525,23,-6.72942,5
BIBR.1532,109.5271,111.3835,101.1733,94.21185,91.42726,100.7092,119.7372,137.3729,143.4062,155.9368,166.6111,189.816,229.2643,260.8229,273.8177,292.8457,318.3711,337.8632,339.2555,327.653,325.3326,309.0891,295.6303,290.0611,213.388287916667,91.42726,339.2555,9843.04962000001,36,8,247.82824,180.534,19.72415,23,-8.12175000000002,41
Elaiophylin,312.3378,1197.372,1226.146,1353.773,1476.295,1552.871,1596.496,1624.806,1629.447,1631.768,1621.094,1611.347,1600.673,1603.922,1585.822,1577.004,1558.904,1546.838,1534.771,1518.992,1519.456,1525.025,1505.997,1504.605,1475.65674166667,312.3378,1631.768,69014.5808,18,0,1319.4302,1192.2672,442.5171,1,-9.51400000000001,43
TAK.700..Orteronel.,93.74775,93.28365,97.92463,85.39399,93.74775,106.7425,121.5936,127.6269,120.6654,127.1628,145.2626,158.7214,206.9876,238.5462,252.4692,282.1714,315.1224,330.9017,342.9683,336.0068,321.1557,311.4096,307.6968,300.2713,204.899165416667,85.39399,342.9683,9441.14089000001,36,6,257.57431,206.52355,24.1331,23,-7.42554999999999,39
Atazanavir.Sulfate,94.67594,99.78102,96.06824,88.17857,84.00169,100.7092,107.2066,123.45,128.5551,129.9474,143.4062,173.1085,221.8387,246.9,266.3921,287.2765,307.6968,304.9122,295.6303,290.9893,273.8177,258.0384,243.1872,234.3694,191.6723775,84.00169,307.6968,8871.22878,32,8,223.69511,139.69346,24.3651,23,-8.58580000000001,39
