,confluency_t0,confluency_t2,confluency_t4,confluency_t6,confluency_t8,confluency_t10,confluency_t12,confluency_t14,confluency_t16,confluency_t18,confluency_t20,confluency_t22,confluency_t24,confluency_t26,confluency_t28,confluency_t30,confluency_t32,confluency_t34,confluency_t36,confluency_t38,confluency_t40,confluency_t42,confluency_t44,confluency_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
Valsartan,99.12177,99.29494,99.32042,99.13972,98.97864,98.88766,98.24796,98.19173,98.09232,98.33492,98.80283,98.46057,98.85679,98.93519,99.13945,99.29853,99.3205,99.32298,98.93898,99.05041,98.80927,98.99695,98.88055,98.45697,98.8700020833333,98.09232,99.32298,4548.18136,34,16,1.23066,-0.6648,0.233955000000002,19,-0.319849999999995,11
Clotrimazole,99.31219,99.59058,99.84016,99.5865,99.50906,99.50617,99.41954,99.0955,99.14815,99.42072,99.44234,99.14373,99.32629,99.22842,99.50347,99.29708,99.69274,99.48703,99.31641,99.12397,99.44959,99.07471,99.04557,98.92109,99.3533754166667,98.92109,99.84016,4570.72874,4,46,0.919069999999991,-0.391099999999994,0.197830000000003,31,-0.187440000000002,41
Diclofenac.Sodium,99.39807,99.49139,99.6276,99.55341,99.55363,99.25936,99.11941,99.48421,99.11961,99.56232,99.45207,99.71976,99.56543,99.48413,99.48421,99.83704,99.46294,99.23966,99.39861,99.52951,99.69501,99.42313,99.50513,99.31551,99.4700479166667,99.11941,99.83704,4575.84872,30,12,0.71763,-0.0825600000000009,0.221355000000003,17,-0.187049999999999,31
Risperidone.,99.33307,99.44594,99.71008,99.73688,99.47134,99.10214,99.07832,99.4219,99.49857,99.43371,99.40704,99.61828,99.55839,99.60205,99.90701,99.73709,99.88195,99.89445,99.8968,99.93817,99.97692,99.97955,99.83076,99.95531,99.6423216666667,99.07832,99.97955,4583.54306,42,12,0.901229999999998,0.622239999999991,0.171789999999994,13,-0.184599999999996,9
Pregnenolone,99.32844,99.24271,99.32436,99.3569,99.12895,99.37389,98.91516,98.60901,98.93484,99.14773,99.13372,99.58381,99.62829,99.93478,99.73702,100,99.95938,99.97968,99.88878,99.98044,99.96995,99.97955,99.97871,99.95972,99.5448258333333,98.60901,100,4578.86348,30,14,1.39099,0.631280000000004,0.225045000000001,21,-0.229365000000001,11
Naproxen.,99.38882,99.6685,99.72128,99.64798,99.74193,99.55466,99.49857,99.36974,99.50583,99.60129,99.45305,99.71636,99.67043,99.81003,99.74075,99.67092,99.84257,99.87994,99.94502,99.90578,99.77839,99.84506,99.95889,99.86446,99.6991770833333,99.36974,99.95889,4586.30722,44,14,0.589150000000004,0.475639999999999,0.13984,1,-0.093634999999999,9
Triamcinolone,99.44289,99.80167,99.81597,99.49588,99.30847,99.28878,98.85458,98.88967,98.6749,98.39405,98.66158,98.70192,98.73363,98.78516,98.46733,98.8342,98.26053,97.80793,98.17714,97.69077,97.97523,97.36005,97.73154,96.86691,98.5841991666667,96.86691,99.81597,4535.73176,4,46,2.94905999999999,-2.57598,0.185744999999997,43,-0.432314999999996,45
AZ191,99.89754,100,100,99.95564,100,100,99.9812,100,99.93955,99.83138,99.67968,99.77439,99.69854,99.72694,99.78123,99.57449,99.66781,99.85522,99.9276,99.95834,99.97118,100,99.87504,99.95316,99.87703875,99.57449,100,4594.24716,2,30,0.425510000000003,0.0556199999999905,0.0937049999999999,33,-0.103369999999998,29
AR.A014418,99.78773,99.6888,99.67333,99.68217,99.49235,99.47916,99.30959,99.19939,99.31731,99.22137,98.99534,99.16611,98.93829,98.68278,99.14719,99.0348,98.6394,98.17824,97.90215,98.31157,97.06205,97.64975,95.81461,95.216,98.6495616666667,95.216,99.78773,4540.17523,0,46,4.57173,-4.57173,0.293849999999999,41,-0.917569999999998,43
Ibuprofen.,99.80099,99.80244,99.89169,99.88546,99.75706,99.58381,99.40255,99.05103,98.91488,98.48101,98.52431,98.71137,97.85021,97.34663,97.66827,96.8055,96.1807,95.84431,93.18696,93.73867,92.72498,92.95838,88.53786,87.31763,96.7486125,87.31763,99.89169,4456.81478,4,46,12.57406,-12.48336,0.275855,37,-2.21026000000001,43
Miconazole.Nitrate,99.55908,99.59873,99.71906,99.80293,99.62312,99.58443,99.68847,99.30772,99.41872,98.91585,98.71152,99.03224,98.38037,98.80836,99.21742,99.09814,99.25253,99.27545,99.41161,99.55631,99.45057,99.65074,99.71498,99.7438,99.3550895833333,98.38037,99.80293,4569.74142,6,24,1.42256,0.184719999999999,0.213994999999997,25,-0.325935000000001,23
Adenosine,99.88229,99.89928,99.70332,99.79428,99.49512,99.52468,99.21992,99.24126,98.97151,98.70212,98.99266,99.31503,99.36642,99.63802,99.79346,99.77584,99.57539,99.82205,99.76265,99.65406,99.7797,99.81929,99.71954,99.65192,99.5458254166667,98.70212,99.89928,4578.66541,2,18,1.19716000000001,-0.230369999999994,0.161184999999996,21,-0.152380000000001,11
Nefiracetam,99.62014,99.76962,99.67092,99.70525,99.67574,99.66283,99.54312,99.45686,99.44366,99.47115,99.8396,99.82647,99.74496,99.85901,99.89189,99.77591,99.90633,99.82813,99.90908,99.86128,99.74966,99.86253,99.69462,99.87649,99.73521875,99.44366,99.90908,4587.79387,36,16,0.465420000000009,0.256349999999998,0.184225000000005,19,-0.0839550000000031,43
Enalaprilat.Dihydrate,99.09344,99.42493,99.56255,99.4601,99.40525,99.61897,99.58809,99.41982,99.61566,99.76279,99.69875,99.86978,99.67879,99.73605,99.79546,99.71394,99.82841,99.79946,99.90356,99.87586,99.7887,99.77038,99.76969,99.77315,99.6647325,99.09344,99.90356,4585.04057,36,0,0.810119999999998,0.67971,0.165745000000001,1,-0.0954949999999997,23
Amiodarone.HCl,99.79705,99.79843,99.78274,99.73295,99.66954,99.64564,99.39723,99.01262,99.18766,99.20652,99.35082,99.44849,99.55769,99.50935,99.78965,99.64508,99.55997,99.59099,99.40905,99.60549,99.55252,99.86848,99.60287,99.86708,99.5661629166667,99.01262,99.86848,4579.51169,42,14,0.855860000000007,0.0700300000000027,0.157980000000002,41,-0.192304999999998,13
Aminoglutethimide.,98.94113,99.08411,99.26738,99.24638,98.55479,98.81168,98.41311,98.19213,98.3191,98.51734,98.78716,99.13143,99.23546,98.91626,98.8905,99.31822,99.1221,98.96669,99.69882,99.23927,99.18185,99.17827,99.27192,99.42155,98.9877770833333,98.19213,99.69882,4553.05062,36,14,1.50668999999999,0.480419999999995,0.366064999999999,35,-0.345795000000003,7
Elvitegravir..GS.9137..JTK.303.,99.18345,98.89505,99.06809,98.9347,98.69217,98.79676,98.61211,98.60777,98.63712,98.72589,99.16314,98.56936,98.66047,98.94609,98.22101,98.15028,98.50684,97.43665,97.7602,97.81671,96.99953,96.77801,96.95105,96.34677,98.2691341666667,96.34677,99.18345,4521.38822,0,46,2.83667999999999,-2.83667999999999,0.218624999999996,19,-0.535094999999998,33
Ipratropium.Bromide,99.10297,99.39178,99.48697,99.1764,99.00592,98.57689,98.06406,98.01826,97.83826,98.45255,98.47528,98.54076,99.25771,98.95652,99.36097,99.09123,99.42957,99.40028,99.12811,99.38301,99.04985,99.34425,99.5472,98.93214,98.9587891666667,97.83826,99.5472,4551.98677,44,16,1.70894,-0.170829999999995,0.358474999999999,23,-0.30753,45
Suplatast.Tosylate,99.03313,99.04742,98.87723,99.01159,99.14497,98.76077,98.29133,98.44115,99.06582,99.03652,99.18952,99.12597,99.33195,99.13426,99.45201,99.34543,99.5434,99.58326,99.58802,99.58526,99.42949,99.40345,99.40691,99.33735,99.1735920833333,98.29133,99.58802,4561.96194,36,12,1.29669,0.304220000000001,0.312335000000004,15,-0.234719999999996,11
Desonide,99.66235,99.67796,99.59375,99.25245,99.15326,99.04176,99.00834,98.90742,99.00033,98.94817,98.54642,98.48826,98.40186,98.38506,98.6028,97.90347,97.84184,97.59477,96.93654,96.60539,96.33703,95.9895,96.53017,96.15335,98.19009375,95.9895,99.67796,4517.3088,2,42,3.68845999999999,-3.509,0.270334999999996,43,-0.349665000000002,29
Diclazuril,99.50457,99.38645,99.45374,99.42611,99.3247,99.38708,99.07079,98.81982,98.6048,98.39888,98.65667,98.90728,99.16093,99.1145,99.56075,99.69157,99.50859,99.77943,99.4545,99.59957,99.81363,99.75374,99.69427,99.78655,99.327455,98.39888,99.81363,4568.42672,40,18,1.41475,0.281980000000004,0.223124999999996,27,-0.162465000000005,35
Deferasirox.,99.59894,99.71451,99.51715,99.49739,99.38688,99.39288,99.37181,99.48103,99.63478,99.47874,99.51984,99.76991,99.64784,99.80423,99.96,99.79125,99.68189,99.75277,99.64059,99.68866,99.65357,99.60992,99.77362,99.7373,99.6293958333333,99.37181,99.96,4582.87476,28,12,0.588189999999997,0.138360000000006,0.125034999999997,21,-0.0986800000000017,3
Phentolamine.Mesylate,98.98486,99.12625,99.16873,99.02788,98.9613,98.41014,98.20422,98.19441,97.69299,98.14468,98.6537,98.82487,98.29485,98.92509,98.90265,98.99183,98.80679,99.06718,99.27898,98.94639,98.66434,97.55995,97.88819,98.41344,98.63057125,97.55995,99.27898,4536.86912,36,42,1.71903,-0.571420000000003,0.31512,25,-0.552194999999998,41
Indomethacin.,98.82005,98.97083,99.07832,98.75298,98.39066,98.14993,98.03954,98.44855,98.07291,98.45525,98.74343,98.85534,98.49946,98.72727,99.2443,98.63554,98.84678,98.38541,98.74039,98.88953,99.04121,99.21854,99.08708,99.12591,98.7174670833333,98.03954,99.2443,4540.49246,28,12,1.20475999999999,0.30586000000001,0.258514999999996,27,-0.304379999999995,29
Lornoxicam,99.48524,99.80209,99.95303,99.59307,99.53076,99.22206,99.06864,98.65108,98.73991,99.20245,99.38673,99.47157,99.20072,99.32954,99.4192,99.34805,99.15077,99.7413,99.40449,99.45132,99.40504,99.48897,99.56764,99.40352,99.37571625,98.65108,99.95303,4571.14562,4,14,1.30195000000001,-0.0817200000000042,0.295265000000001,33,-0.208780000000004,13
Mesna.,99.59078,99.73439,99.85259,99.9287,99.88062,99.576,99.61102,99.68645,99.70007,99.77335,99.83049,99.8155,99.70926,99.78241,99.77073,99.82764,99.82828,99.9566,99.79373,99.93727,99.70082,99.7994,99.93327,99.86613,99.7868958333333,99.576,99.9566,4590.31409,34,10,0.380600000000001,0.275350000000003,0.0718050000000048,1,-0.15231,9
Lovastatin,99.30412,99.67983,99.8454,99.79256,99.83241,99.71063,99.82226,99.94971,99.68293,99.92415,99.9421,99.88084,99.94804,99.94156,99.91454,99.95862,99.9593,99.95786,99.8867,99.76092,99.64377,99.6276,99.54782,99.1192,99.7763695833333,99.1192,99.9593,4590.84242,32,46,0.840099999999993,-0.184919999999991,0.187854999999999,1,-0.214309999999998,45
Nicotinic.Acid,99.77495,99.94659,99.85522,99.8302,99.87199,99.84499,99.61248,99.75208,99.74966,99.71401,99.59237,99.6321,99.84036,99.69785,99.79829,99.89886,99.83669,100,99.81522,99.82758,99.90273,99.79752,99.80341,99.828,99.8009645833333,99.59237,100,4590.84335,34,20,0.407629999999997,0.0530499999999989,0.104130000000005,23,-0.116254999999995,11
Atorvastatin.Calcium.,99.61386,99.77853,99.84043,99.91979,99.67396,99.86301,99.70947,99.35137,99.63769,99.77079,99.77473,99.72748,99.92229,99.95683,100,99.87884,99.95544,99.95489,99.84837,100,99.91137,99.95419,99.84602,100,99.8287229166667,99.35137,100,4592.16484,28,14,0.648629999999997,0.386139999999997,0.143160000000002,15,-0.179049999999997,13
Pyrazinamide,99.50147,99.60143,99.64149,99.60902,99.62546,99.704,99.3969,99.37534,99.5414,99.80741,99.71712,99.68549,99.70477,99.88084,99.80699,99.87054,99.89114,99.75221,99.87316,99.80782,99.87325,99.94881,99.89224,99.87089,99.7241329166667,99.37534,99.94881,4587.38602,42,14,0.57347,0.369420000000005,0.133005000000004,17,-0.153549999999996,11
Ivabradine.HCl,99.20472,99.6716,99.78765,99.8121,99.72783,99.54279,99.3388,99.3609,99.2673,99.14822,99.5921,99.68784,99.76637,99.72825,99.76659,99.6799,99.61428,99.80077,99.75926,99.70594,99.58105,99.74013,99.67133,99.80431,99.61500125,99.14822,99.8121,4582.51103,6,18,0.663880000000006,0.599590000000006,0.233440000000002,1,-0.101994999999995,11
AdipoRon,99.12646,99.46983,99.73827,99.45022,99.41899,99.33514,99.22385,99.16949,99.03389,99.30965,98.96157,99.10732,99.06553,99.24341,99.62622,99.53773,99.51542,99.43681,99.41658,99.45387,99.55424,99.6256,99.61973,99.85542,99.3873016666667,98.96157,99.85542,4571.6086,46,20,0.89385,0.728960000000001,0.191405000000003,27,-0.174040000000005,19
GSK2636771,99.63713,99.85389,99.71388,99.746,99.64536,99.56861,99.49368,99.22179,99.2823,99.25253,99.06594,99.20403,99.21516,99.3399,99.17979,99.11568,98.74529,98.21127,98.21528,97.70446,97.9722,96.4881,96.12241,94.30903,98.67932125,94.30903,99.85389,4542.66126,2,46,5.54486,-5.32809999999999,0.133870000000002,39,-0.906689999999998,45
PIK.93,99.41568,99.45256,99.08902,99.57787,99.618,99.55591,99.47025,99.41513,99.24609,98.72581,98.81223,98.64149,97.46939,97.40369,97.47133,96.50917,96.19812,95.27588,94.41982,94.98928,91.19341,92.16193,90.37702,90.92436,96.8922266666667,90.37702,99.618,4460.48684,8,44,9.24097999999999,-8.49132,0.484259999999999,41,-1.897935,39
Ethionamide,99.87325,99.79746,99.86784,99.84078,99.49207,99.43743,99.08971,99.00738,98.68044,99.0428,98.82494,98.90417,99.07182,99.25239,98.94478,99.5682,99.83691,99.81673,99.82488,99.5162,99.89009,99.80602,99.80935,99.73702,99.4555275,98.68044,99.89009,4574.25505,40,16,1.20965,-0.136229999999998,0.311710000000005,29,-0.174354999999998,7
Aztreonam,99.54948,99.78399,99.60426,99.54029,99.4748,99.2858,99.08723,99.031,99.00406,99.2356,99.33099,99.5175,99.65102,99.79414,99.79906,99.78302,99.83421,99.79263,99.94915,99.87434,99.80229,99.91481,99.75388,99.9631,99.59819375,99.00406,99.9631,4581.20072,46,16,0.959040000000002,0.413619999999995,0.117255,1,-0.0992849999999947,11
Fenofibrate.,99.37251,99.47246,99.24409,99.24486,99.10152,98.89658,98.64584,98.7189,98.89464,98.52411,98.70641,98.92786,99.17074,99.27656,99.21598,99.35172,99.3886,99.45249,99.47536,99.38349,99.38991,99.37229,99.31193,99.26046,99.1583045833333,98.52411,99.47536,4560.96565,36,18,0.951250000000002,-0.112050000000011,0.12144,23,-0.185265000000001,17
Tosedostat..CHR2797.,99.66573,99.70938,99.69557,99.79015,99.73164,99.77943,99.8615,99.82281,99.84823,99.78973,99.93015,99.88153,99.90874,99.88857,99.9312,99.88457,99.86233,99.78372,99.72771,99.91324,99.77149,99.87869,99.79897,99.72411,99.8157995833333,99.66573,99.9312,4591.76854,28,0,0.265470000000008,0.0583799999999997,0.092765,37,-0.0708750000000009,39
Amiloride.HCl.,99.79878,99.94115,99.92863,99.70145,99.81522,99.93485,99.80278,99.83324,99.8159,99.87552,99.77397,99.763,99.97672,99.93595,99.85949,99.84941,99.83704,99.73861,99.85977,99.87075,99.66932,99.67692,99.84686,99.76155,99.8277866666667,99.66932,99.97672,4592.17343,24,40,0.307400000000001,-0.0372299999999939,0.106859999999998,23,-0.113590000000002,5
BIX.02189,99.32367,99.34149,99.17461,99.31303,99.24257,99.33174,99.5539,99.69363,99.5063,99.60364,99.60958,99.62967,99.51411,99.50756,99.60281,99.74247,99.77882,99.90633,99.88857,99.899,99.86135,99.94923,99.92049,99.93576,99.6179304166667,99.17461,99.94923,4582.40123,42,4,0.774619999999999,0.612089999999995,0.111080000000001,11,-0.0936650000000014,15
Atracurium.Besylate,99.06538,99.22903,99.63519,99.60964,99.1954,98.91681,98.53275,98.54366,98.72173,98.54318,98.59879,98.40144,99.0875,98.57219,98.86341,99.46182,99.05862,99.00081,99.03369,99.14628,99.01739,99.28361,99.24106,98.95342,98.9880333333333,98.40144,99.63519,4553.4068,4,22,1.23375,-0.11196000000001,0.343030000000006,23,-0.257655,25
EX.527..Selisistat.,99.48357,99.5787,99.53656,99.42328,99.06223,98.96655,98.8889,98.61509,98.70869,98.89706,99.1938,99.2376,99.24216,98.85741,98.94666,98.96543,99.60509,99.36712,99.24609,99.38625,99.23097,99.26897,99.56882,99.55149,99.2011870833333,98.61509,99.60509,4562.62192,32,14,0.990000000000009,0.0679200000000009,0.319830000000003,31,-0.192374999999998,25
Cimetidine.,98.9669,99.26612,99.22318,99.28817,99.10179,99.25716,99.3502,99.43736,99.35455,99.57539,99.76347,99.59237,99.83401,99.6839,99.66393,99.63983,99.7,99.71581,99.88104,99.88078,99.66843,99.93438,99.8217,99.68935,99.5537425,98.9669,99.93438,4579.92339,42,0,0.967480000000009,0.722450000000009,0.149610000000003,1,-0.106175,39
PHT.427,99.34875,99.27946,99.26289,99.39999,99.45298,99.10076,98.88787,99.16341,99.249,99.3504,99.52323,99.65364,99.37734,99.59106,99.62609,99.75989,99.54092,99.90778,99.57331,99.61787,99.73356,99.4172,99.62492,99.55673,99.45829375,98.88787,99.90778,4575.09262,34,12,1.01991,0.207980000000006,0.183430000000001,33,-0.176110000000001,9
Diethylstilbestrol,98.89741,98.90859,98.9763,98.26916,98.19753,97.78058,97.50627,97.69513,97.9684,98.10662,98.56377,99.07838,98.50042,99.17751,99.08784,99.32042,98.97462,99.44289,99.02838,98.98617,99.29444,99.15009,99.0826,99.49007,98.7284829166667,97.50627,99.49007,4540.5797,46,12,1.9838,0.592660000000009,0.338544999999996,25,-0.353569999999998,5
KU.60019,99.5769,99.74821,99.68362,99.55287,99.30668,99.34142,99.17122,99.26357,99.09074,98.98927,99.4621,99.57394,99.00441,99.42328,99.61414,99.5481,99.43295,99.12072,99.44393,99.23166,99.24589,99.05283,99.3741,99.18468,99.35155125,98.98927,99.74821,4570.11288,2,18,0.758939999999996,-0.392219999999995,0.236415000000001,19,-0.284765,23
Protionamide,99.71284,99.81218,99.86903,99.84713,99.64142,99.5347,99.51653,99.29942,99.63237,99.61863,99.4596,99.51301,99.55343,99.80222,99.69454,99.7002,99.73716,99.80664,99.91834,99.81072,99.77225,99.93775,99.56053,99.723,99.6864016666667,99.29942,99.93775,4585.51144,42,14,0.638329999999996,0.0101599999999991,0.166474999999998,15,-0.188609999999997,43
TWS119,99.11216,99.27601,99.07306,99.03549,98.519,98.40205,98.3653,97.57024,98.61951,98.61855,97.9139,98.45897,99.34259,99.19727,99.14497,99.54727,99.80285,99.57829,99.40594,99.60854,99.50733,99.48315,99.61434,99.65012,99.0352875,97.57024,99.80285,4554.93152,32,14,2.23261000000001,0.537959999999998,0.524635000000004,15,-0.397530000000003,13
Dipyridamole,99.37555,99.63251,99.75091,99.71899,99.40125,99.18779,99.20189,98.9847,99.0361,99.01545,99.07106,99.56046,99.49318,99.78269,99.5481,99.73571,99.77584,99.763,99.83573,99.74373,99.67264,99.6466,99.81322,99.9718,99.5299541666667,98.9847,99.9718,4578.09045,46,14,0.987099999999998,0.596249999999998,0.244700000000002,21,-0.15887,7
Rizatriptan.Benzoate.,99.6129,99.73992,99.68659,99.76548,99.78026,99.68377,99.52303,99.2597,99.20728,99.51915,99.61026,99.49842,99.52938,99.55797,99.70275,99.65723,99.67727,99.61295,99.50638,99.43219,99.5675,99.51162,99.58037,99.47012,99.5705204166667,99.20728,99.78026,4580.30196,8,16,0.572980000000001,-0.142780000000002,0.155934999999999,17,-0.131665000000005,13
Avobenzone,99.58602,99.69501,99.69053,99.7152,99.72853,99.71139,99.55383,99.42928,99.51694,99.65855,99.73461,99.81155,99.87476,100,99.86177,99.93637,99.93533,99.83104,99.95972,99.98038,99.90985,100,99.91081,99.97795,99.7920591666667,99.42928,100,4590.45487,26,14,0.570719999999994,0.391930000000002,0.070805,17,-0.0787799999999947,11
Sulfapyridine.,99.76202,99.63341,99.66733,99.69495,99.813,99.60591,99.40905,99.68991,99.75166,99.73951,99.90633,99.95868,99.9399,99.96422,99.77882,99.98079,99.97465,99.9495,99.8997,99.89203,99.92056,99.97941,99.85695,99.86813,99.8181841666667,99.40905,99.98079,4591.64269,30,12,0.571740000000005,0.106109999999987,0.140430000000002,13,-0.103545000000004,9
Sulfamethoxazole,99.7402,99.72736,99.75519,99.79539,99.72797,99.81383,99.67796,99.4661,99.49035,99.55647,99.74621,99.60191,99.83559,99.86039,99.77654,99.90232,100,99.93699,99.95136,99.87939,99.87006,99.89666,99.91551,99.89493,99.7841116666667,99.4661,100,4590.00223,32,14,0.533900000000003,0.154730000000001,0.116839999999996,23,-0.105930000000001,13
Nitazoxanide,99.74179,99.71451,99.71236,99.51287,99.66898,99.27767,99.34432,99.17267,99.11969,99.22827,98.87778,99.46694,99.3714,99.75221,99.69868,99.88057,99.87683,99.68715,99.9283,99.91399,99.88305,99.7728,99.86916,99.92788,99.5999945833333,98.87778,99.9283,4581.13007,36,20,1.05051999999999,0.186090000000007,0.294579999999996,21,-0.195655000000002,9
Nystatin..Fungicidin.,99.69074,99.90688,99.74883,99.85699,99.90176,99.62836,99.6339,99.75098,99.7308,99.81667,99.98106,99.94769,100,100,99.96173,99.90314,100,99.97437,99.97844,99.93078,99.9515,99.97733,99.91095,99.97982,99.88178,99.62836,100,4594.65488,24,10,0.371639999999999,0.289079999999998,0.108069999999998,1,-0.136699999999998,9
Empty.2,99.90412,99.85259,99.71159,99.64508,99.74697,99.78033,99.4938,99.57517,99.68709,99.58858,99.7625,99.80285,99.75305,99.84969,99.80643,99.91151,99.61945,99.62705,99.63016,99.86081,99.92926,99.78054,99.43253,99.81833,99.7320616666667,99.43253,99.92926,4587.41651,40,44,0.496729999999999,-0.0857900000000029,0.192900000000002,45,-0.174005000000001,43
Empty.2.1,99.95303,99.93851,99.9591,99.90936,99.80534,99.67562,99.83096,99.72417,99.58346,99.60163,99.57841,99.59936,99.34378,99.47604,99.18739,98.83904,98.59312,98.7531,98.15386,97.46429,97.09196,96.32722,95.86517,95.46211,98.82150125,95.46211,99.9591,4548.01692,4,46,4.49699000000001,-4.49092,0.0799900000000022,33,-0.382370000000002,41
Amprenavir.,99.7498,99.88284,99.87399,99.88519,99.90943,99.76023,99.68183,99.84084,99.49767,99.54623,99.2586,99.32947,98.81065,98.60549,98.24968,98.06324,98.01951,97.94215,96.67965,96.64296,94.89404,94.23001,92.24751,92.50925,98.0462608333333,92.24751,99.90943,4513.96147,8,44,7.66191999999999,-7.24055,0.130869999999994,45,-0.991249999999994,43
Sulfamethizole.,99.80968,99.8849,99.80369,99.528,99.50471,99.18987,98.91923,98.68445,98.38548,98.26584,98.32076,97.73596,98.37636,99.10248,98.90382,99.18745,99.60017,99.64971,99.64052,99.67602,99.71809,99.83884,99.6144,99.57876,99.20496625,97.73596,99.8849,4562.44994,2,22,2.14894,-0.230919999999998,0.363059999999997,25,-0.292400000000001,21
